B.26	Q0	7590802	1	0.833856583	Run_2
B.26	Q0	7228970	2	0.830590069	Run_2
B.26	Q0	8165788	3	0.830577433	Run_2
B.26	Q0	18005835	4	0.830490351	Run_2
B.26	Q0	6300129	5	0.830169022	Run_2
B.26	Q0	27378494	6	0.829312205	Run_2
B.26	Q0	21432934	7	0.827696323	Run_2
B.26	Q0	9985372	8	0.827271223	Run_2
B.26	Q0	7487656	9	0.826600552	Run_2
B.26	Q0	21530558	10	0.825835347	Run_2
B.26	Q0	4162902	11	0.81983161	Run_2
B.26	Q0	15609793	12	0.818724692	Run_2
B.26	Q0	20103646	13	0.818157792	Run_2
B.26	Q0	20209745	14	0.809585094	Run_2
B.26	Q0	1091924	15	0.807244897	Run_2
B.26	Q0	25543778	16	0.806276023	Run_2
B.26	Q0	829992	17	0.803388357	Run_2
B.26	Q0	18877545	18	0.798529029	Run_2
B.26	Q0	17304146	19	0.796453178	Run_2
B.26	Q0	19040191	20	0.795406222	Run_2
B.26	Q0	14599835	21	0.794289827	Run_2
B.26	Q0	1091921	22	0.79396677	Run_2
B.26	Q0	16066071	23	0.790924191	Run_2
B.26	Q0	19578384	24	0.78957665	Run_2
B.26	Q0	13966802	25	0.787728667	Run_2
B.26	Q0	4036412	26	0.785072446	Run_2
B.26	Q0	3921098	27	0.784481406	Run_2
B.27	Q0	11391279	1	0.781026006	Run_2
B.27	Q0	7564919	2	0.780173421	Run_2
B.27	Q0	25738586	3	0.779765606	Run_2
B.27	Q0	13641351	4	0.778856695	Run_2
B.27	Q0	21611937	5	0.7782107	Run_2
B.27	Q0	26573981	6	0.776931226	Run_2
B.27	Q0	11538640	7	0.776810765	Run_2
B.27	Q0	28174078	8	0.774425983	Run_2
B.27	Q0	20363537	9	0.77263701	Run_2
B.27	Q0	20801243	10	0.772474289	Run_2
B.27	Q0	5973224	11	0.763972878	Run_2
B.27	Q0	13367093	12	0.759565115	Run_2
B.28	Q0	11377067	1	0.81695652	Run_2
B.28	Q0	16624494	2	0.799217224	Run_2
B.28	Q0	21381346	3	0.797523618	Run_2
B.28	Q0	14090591	4	0.796112657	Run_2
B.28	Q0	27481992	5	0.795128882	Run_2
B.28	Q0	27481996	6	0.792417288	Run_2
B.28	Q0	17288119	7	0.791996837	Run_2
